8dffcca1-00b3-4b95-aef1-e6782b1fd941,Sarcoma
cc2814b4-0e7e-45d6-b6da-5c9b026428c8,Sarcoma
63d16ee9-0bca-4453-ac31-5fff3ee0c90f,Pancreatic Adenocarcinoma
faaa7611-0801-4c03-97b5-cddc1fb12644,Esophageal Carcinoma
b81397ea-9e76-4ab5-ba0a-a0292db0523c,Bladder Urothelial Carcinoma
9b7e8f1e-3018-4923-a867-704d80e6eecb,Thyroid Carcinoma
2e549aad-88dd-48ba-86d7-594a13583954,Stomach Adenocarcinoma
3b02eef8-565c-400a-9f8e-578319e54dac,Lung Adenocarcinoma
f8148be1-6101-4256-ab08-7c90e2d27091,Glioblastoma Multiforme
b3690dfd-894e-4286-aaa9-2d23477fd8b2,Lung Squamous Cell Carcinoma
3e3edafb-609b-4319-a1ba-07d28d67bf6d,Liver Hepatocellular Carcinoma
b1a38c26-ab01-4536-bb42-64d95edfa1e4,Uveal Melanoma
9743a93f-fc3d-4904-8f5c-f35774e582bc,Thyroid Carcinoma
ab5d4919-7d18-46de-b347-6efe00d61524,Colon Adenocarcinoma
1393e61a-a610-445b-993b-61b45e9960cd,Prostate Adenocarcinoma
5332cc6b-bfd8-45a6-bdfc-b96e3abb8505,Acute Myeloid Leukemia
8c705e2e-80a7-41b8-a2ca-ecac3757294e,Sarcoma
18189f9e-7cc6-4956-9c81-62d4624c0eff,Bladder Urothelial Carcinoma
aa1d2903-3b9b-4d19-b313-e6e2b8349984,Lung Adenocarcinoma
eff863c9-d57d-442d-858c-2c0339fe04a7,Testicular Germ Cell Tumors
530b3da1-ffdf-4512-a934-c699d426997d,Stomach Adenocarcinoma
769bc4fe-cb13-4005-955b-cee8ba6d3ac3,Skin Cutaneous Melanoma
166287aa-ca02-4069-b4c7-ed0631ad8454,Head and Neck Squamous Cell Carcinoma
b95327ba-cb9d-4518-96a1-6a1e8fefb2c0,Breast Invasive Carcinoma
4d2800bd-8b2a-436b-bad5-c89cbee9f414,Head and Neck Squamous Cell Carcinoma
139dd30f-698d-484c-bdd2-8403f6cf4748,Brain Lower Grade Glioma
2256a010-15ee-4597-92c5-43bf1bcbfd7a,Breast Invasive Carcinoma
786f92d6-3730-4ad8-90df-95ce18dce5a2,Sarcoma
ab7e07f8-2075-4373-95fc-981f7aeed592,Thyroid Carcinoma
56f4867f-3940-4fda-9c91-f1a937f146b5,Breast Invasive Carcinoma
532f9434-ba4f-42ca-b728-858edf6b2d8a,Uterine Corpus Endometrial Carcinoma
b41213ce-72ab-47f3-a7d8-4262430e5b03,Adrenocortical Carcinoma
8d0ff96e-bb69-4c77-96e4-e0b7952cfb0a,Thyroid Carcinoma
1eb047e2-a5fe-482f-9088-3b8ead35d302,Stomach Adenocarcinoma
1401685a-51f7-4d87-98b7-c2e6d37e9042,Liver Hepatocellular Carcinoma
8e688658-1172-4a33-a8b0-3c7648a2aa79,Kidney Renal Clear Cell Carcinoma
5e402e0d-7211-4d0e-b8c7-abcbd628ea6a,Head and Neck Squamous Cell Carcinoma
d592f8a2-fa9c-4bc3-9229-c1fce7ee8011,Lung Adenocarcinoma
646f8b76-f4d3-4d39-bdee-4f8f7cf1f2de,Colon Adenocarcinoma
74c4da11-7144-4d16-9a18-f0cc4e3f9838,Brain Lower Grade Glioma
7d35a13d-127f-489e-8f56-e21524b3ace2,Lung Adenocarcinoma
e0bff20c-575b-4b8e-b5ab-e7d79ec96bc0,Cervical Squamous Cell Carcinoma
ca4ddb98-c07a-4aad-a0ac-2eed324f7e65,Uterine Corpus Endometrial Carcinoma
a0854e74-e799-4dcd-aae2-24c46b3977e2,Kidney Renal Clear Cell Carcinoma
7cfa1c6e-a156-4cd5-8e66-4de2d09d98d6,Brain Lower Grade Glioma
dace7dd3-cbb8-4d60-bdc4-da6f71fa87dd,Brain Lower Grade Glioma
88b620ad-9a02-458b-8f62-f30c37339c8a,Uterine Corpus Endometrial Carcinoma
0ef43950-05b7-4e8e-b4c7-2ae51415ddd1,Brain Lower Grade Glioma
b6c84a34-65d1-4277-aae2-370ea6714371,Brain Lower Grade Glioma
e7783801-bbf3-489b-ad17-f12299643783,Kidney Renal Clear Cell Carcinoma
261a7923-5675-48f0-b9bd-bc908dac2477,Thymoma
a02712ea-cce7-47f7-b0c4-cb7c343b3b5e,Uterine Corpus Endometrial Carcinoma
2d3b3b22-b5fb-4472-a488-5ad72847918b,Lung Adenocarcinoma
18aaa763-4b27-489b-b2db-5a1591849378,Bladder Urothelial Carcinoma
7d416d98-e9a0-4529-8e80-697e3a9a2e73,Thymoma
8fc533bf-76aa-4c61-8311-bb45ef946c07,Prostate Adenocarcinoma
c45ee999-b8a3-461c-aff0-8954ded40727,Colon Adenocarcinoma
30bf2bae-bb73-4ec0-ad46-32f9c7f13733,Lung Squamous Cell Carcinoma
e44cc797-4537-44ec-a5f3-b26ee9c3b0dd,Stomach Adenocarcinoma
cb715296-484f-4cdb-b4c3-a33186ea364f,Lung Adenocarcinoma
1493eab2-639e-436e-b5e4-5404f78b0f7b,Brain Lower Grade Glioma
5030cfb5-8149-44d2-a0ce-e22bc9d9953f,Testicular Germ Cell Tumors
8510a1cb-7d2a-479a-a278-d6b0be9cc157,Thyroid Carcinoma
cb22525b-156a-46a3-96c1-b5ebb751c07c,Skin Cutaneous Melanoma
77f9f127-8514-431d-a66c-6db072b94fe6,Head and Neck Squamous Cell Carcinoma
b9729e11-0e34-493b-b4d1-8869bd0a6c7f,Glioblastoma Multiforme
2bb78b87-0d93-4273-a6c9-7ad4c343ee03,Prostate Adenocarcinoma
70560f1b-c2ec-4649-9c72-a03ca47847b6,Head and Neck Squamous Cell Carcinoma
93d613ed-b30f-43c8-9fc1-3d51794d25e6,Head and Neck Squamous Cell Carcinoma
29c5b337-da92-4050-83f9-2f9e5f0b1db1,Thyroid Carcinoma
1b496b1f-b040-4de6-89d3-5ce089db565f,Cervical Squamous Cell Carcinoma
7525be0a-ed38-43ae-b41b-ac4a2705abaf,Breast Invasive Carcinoma
c1f2a3bd-3397-44b7-a42f-3757d7e9706a,Breast Invasive Carcinoma
3c9210a2-d1eb-433b-a3ec-be28d559743f,Kidney Renal Clear Cell Carcinoma
e138354f-715f-4617-87b0-691c58dce160,Breast Invasive Carcinoma
248043d8-c74c-4b1c-a989-eb59b968c3fc,Colon Adenocarcinoma
36a309c6-2fce-44f1-bdd7-04da696da7a6,Breast Invasive Carcinoma
96d4fe24-e9e6-4cbe-a550-fb81dd26696b,Uterine Corpus Endometrial Carcinoma
4f3f2b12-fe61-4a71-b713-6a281344183b,Thyroid Carcinoma
513f055c-e53a-4a36-8445-137f230f29ab,Breast Invasive Carcinoma
e24886e6-58b4-4526-8728-23f0ccf7ae22,Head and Neck Squamous Cell Carcinoma
e7970899-7556-4d83-8766-5fba62566d35,Pheochromocytoma and Paraganglioma
56adc111-48ab-416f-9b7e-9dd805a667d9,Lymphoid Neoplasm Diffuse Large B-cell Carcinoma
c08e7c13-3b3d-4ac1-83a6-fb67fde6d976,Prostate Adenocarcinoma
d2a9dffc-5e8c-40f1-ba27-fe2b4e7429f9,Lung Squamous Cell Carcinoma
c9d4a89b-43e3-45fb-a339-fcd9b537fca1,Glioblastoma Multiforme
b0e9a216-286b-45e6-a597-522698f31131,Thyroid Carcinoma
45a994aa-eafc-4a08-86de-3d0a33baf0f4,Skin Cutaneous Melanoma
6898458c-2de4-44a6-be9f-9625e025a893,Uterine Corpus Endometrial Carcinoma
ce1a4818-8259-4cbc-938e-04e6729e49c2,Kidney Renal Clear Cell Carcinoma
99196ea8-3658-4180-bb44-696ba94e0d19,Cervical Squamous Cell Carcinoma
ed3647c0-4df2-476f-8211-072cebc81c9f,Breast Invasive Carcinoma
2a8ded57-24ba-404d-9030-0c674ec2539d,Bladder Urothelial Carcinoma
8add4a38-a0c0-47cc-a771-79ee74546c99,Brain Lower Grade Glioma
7a278cef-031a-40d9-9863-5644d96fe8e6,Skin Cutaneous Melanoma
852c90a7-074c-42b8-9537-62ae2d9cd370,Uterine Corpus Endometrial Carcinoma
93a0eb0f-c8e4-412e-9808-80d12740b7d3,Prostate Adenocarcinoma
a8d8f00a-954d-436a-b286-9c0e1bfabc1b,Esophageal Carcinoma
dc216563-74c5-44fd-b2ee-7be7e20eb2cd,Head and Neck Squamous Cell Carcinoma
89fb2d56-8b56-4c4b-82ff-88912426d86e,Acute Myeloid Leukemia
750649c7-2fb2-4681-aca5-27326e87b0ed,Colon Adenocarcinoma
c2b298da-c32b-43b5-ab40-6c72c13c28d3,Colon Adenocarcinoma
1998f7f1-c0cd-4f1e-b1c3-930a1f82063e,Head and Neck Squamous Cell Carcinoma
26df5aba-f8d7-4604-8af6-c5470f65db12,Sarcoma
eb3b51b4-4df6-422e-9675-4a8fbf33570e,Head and Neck Squamous Cell Carcinoma
6aa86dbf-bbef-4492-8df2-d5681179f9e7,Uterine Corpus Endometrial Carcinoma
9bf6baa3-e555-4851-8156-4f87439e528c,Lung Squamous Cell Carcinoma
546264f8-b0c1-461b-b6e1-4460886e665a,Prostate Adenocarcinoma
800ab126-2c0f-431c-819e-1a90e6277697,Stomach Adenocarcinoma
d3061e12-78fb-4745-81f6-9b8bc03df67f,Bladder Urothelial Carcinoma
5e4d3bf7-8d31-4717-82da-101030390cc3,Lung Squamous Cell Carcinoma
3486b328-bccd-4455-a6c6-55240925fde7,Breast Invasive Carcinoma
4d4fe0e5-836a-42e6-8da3-0aeb4f08e879,Liver Hepatocellular Carcinoma
a4ed7f83-3d2b-433f-8d17-cc9298ebc26f,Bladder Urothelial Carcinoma
0742552f-e959-4f9a-afd6-8bcf98f412e4,Cervical Squamous Cell Carcinoma
2b3e07ca-98d2-4f8a-915a-0dcc34b64a80,Cervical Squamous Cell Carcinoma
24dd1e02-7ad3-44b1-9363-79ff8023936e,Sarcoma
a3fef44c-9570-4d07-be42-ec4c4c8b7fc9,Head and Neck Squamous Cell Carcinoma
f4ec4132-db57-440a-987c-79163219c883,Glioblastoma Multiforme
5a9784d2-397f-4c87-ba98-ed45f077f9e2,Prostate Adenocarcinoma
3210a1ad-9862-42e0-9289-4cb49f9d8b06,Liver Hepatocellular Carcinoma
ebd410d1-6261-4da5-9620-77570a74cc79,Colon Adenocarcinoma
cf77c075-26fa-43c3-b2b9-4396ed9556ab,Lung Adenocarcinoma
24f81e06-d43d-435c-affc-99a55ce43179,Head and Neck Squamous Cell Carcinoma
9f11c789-9f1f-41a0-b934-2f8b9b81d94f,Liver Hepatocellular Carcinoma
669fbd80-215e-48a4-b773-e74559956f54,Stomach Adenocarcinoma
1896f9eb-e6b6-4ece-9dbc-990fd688f646,Lung Adenocarcinoma
f0a9bb6e-de7a-4b39-b4fe-1a0678d7291f,Kidney Renal Papillary Cell Carcinoma
72482439-a2e7-45c7-aa13-659fc34eb283,Kidney Renal Papillary Cell Carcinoma
c6172ad3-ab75-45eb-940f-ec630a9330c7,Rectum Adenocarcinoma
acafe91c-3082-4ce0-8586-37ab23b22f38,Brain Lower Grade Glioma
63514da9-c730-4673-b33e-2679a912736a,Thyroid Carcinoma
165e2367-4ed0-4aa4-b07b-4c0a1bbb5536,Cholangiocarcinoma
603faa8c-0eb1-47e8-bd86-7e9bcff157af,Breast Invasive Carcinoma
94d02dc5-d6f8-45f0-88b3-3c75a34fdeb9,Pancreatic Adenocarcinoma
50940558-837e-457b-9837-7c2fdc7d0e17,Prostate Adenocarcinoma
81b11aa4-2b97-48d2-9423-f1d039eb5a96,Breast Invasive Carcinoma
0d623c7e-93e5-40b0-bf11-1e84b8b75eb0,Breast Invasive Carcinoma
9585e510-4046-4f0d-ba2b-ba6c4fe5dc01,Bladder Urothelial Carcinoma
07871125-bad6-493d-995f-fca2397a4699,Prostate Adenocarcinoma
d5cd9d2d-8656-4ae9-ac50-793d7b7f804a,Prostate Adenocarcinoma
bf2dd82e-a55d-4b18-8475-8ad755479710,Thyroid Carcinoma
dc8b4f76-41e2-45b6-a972-d88019be2aed,Bladder Urothelial Carcinoma
7e16a96f-ed35-4dc4-a80d-990fc5f263dd,Liver Hepatocellular Carcinoma
f38304b1-10c1-4b26-baf2-8c39d833036d,Thyroid Carcinoma
c5ca8518-3b0d-4650-b251-1d559502895e,Brain Lower Grade Glioma
63d378f4-d8c0-437f-8d95-f3588d519230,Lung Adenocarcinoma
15d207aa-1164-4dc8-90fa-503e365d01ce,Prostate Adenocarcinoma
92bde671-348b-4453-9d1d-4f897142af93,Kidney Renal Clear Cell Carcinoma
90c79411-ffcd-4116-b32a-74fe1794e59e,Sarcoma
ed566a7c-4cb3-4f8e-94b6-eacf17114b7d,Lung Adenocarcinoma
aa677492-08c9-40ca-b08f-b0bcfa9ed499,Sarcoma
587d2236-ae8d-432b-a696-2806d0f371c2,Stomach Adenocarcinoma
2b5bec63-c4a9-456c-9cea-25c70c54ad57,Thyroid Carcinoma
671696db-d467-466c-a49d-c0bd6e1f31b5,Skin Cutaneous Melanoma
9e211ca5-e7a6-4637-a211-211ad07c7525,Kidney Renal Papillary Cell Carcinoma
a3649fdb-732c-4eee-a08f-5d25c359d790,Kidney Renal Clear Cell Carcinoma
045c0674-228c-430f-9740-3c393c6db4a5,Liver Hepatocellular Carcinoma
a0ec9c4c-c36e-4bf6-b287-d792a78c6e7c,Kidney Renal Clear Cell Carcinoma
fffbb526-3af4-4d04-b927-e68f714a8685,Lung Squamous Cell Carcinoma
83ca93f8-71e8-4450-ba37-c8dd12caa03a,Brain Lower Grade Glioma
c63662fb-0996-4b1c-8d33-2454ba455ab6,Sarcoma
41c4fe7d-28a0-43b6-ab07-4a09dacba393,Kidney Renal Clear Cell Carcinoma
a9258664-f954-4767-8d21-55c85baced21,Lung Squamous Cell Carcinoma
95a60175-6977-4c2f-b3da-3fc173daf32d,Bladder Urothelial Carcinoma
36daed29-fb77-45dd-b270-d53e73e8a3bd,Pheochromocytoma and Paraganglioma
cd553432-7376-4b99-8d53-863c8c3afde0,Sarcoma
b922cb82-8e49-4d84-a8e8-d701582282fb,Bladder Urothelial Carcinoma
86dbea89-5119-4c27-b6ca-f4fde345c0c2,Head and Neck Squamous Cell Carcinoma
3143dc98-c563-41f1-8315-67025f997ca2,Bladder Urothelial Carcinoma
a7663277-1a25-42a0-acac-679aee133d43,Testicular Germ Cell Tumors
e2086ea3-e596-4adb-8783-31d3766f0286,Esophageal Carcinoma
8c4e88b9-e6be-49fb-9e34-b608910dfd04,Prostate Adenocarcinoma
746983b5-5fb1-4a00-9ee8-57565d67f2af,Colon Adenocarcinoma
5593b73d-f374-47a5-8588-98c85085b9d9,Uterine Corpus Endometrial Carcinoma
99065f66-6174-42bb-9dd4-e2f9e3c1114d,Uterine Corpus Endometrial Carcinoma
25cde9e3-8e69-4b39-9bb8-22f10be67992,Prostate Adenocarcinoma
8dedab30-31fd-48c1-863f-769562c2dc16,Head and Neck Squamous Cell Carcinoma
206a17cc-8e58-4ed3-8439-f7b889366632,Cervical Squamous Cell Carcinoma
0dae798a-1485-440f-a543-b72515458384,Cervical Squamous Cell Carcinoma
9bfc6a5d-68bc-4da6-b8a4-29974c472274,Kidney Renal Clear Cell Carcinoma
60927be5-52c1-4485-8a0b-0b956454c062,Breast Invasive Carcinoma
02012b71-5c97-4c61-85b0-a249710293bd,Kidney Renal Clear Cell Carcinoma
fbcbee25-da43-4332-b36c-15dd8961610f,Mesothelioma
88b2f220-81d7-4c53-bbc2-9c6c9b0df17c,Uterine Corpus Endometrial Carcinoma
d8399e75-abdd-4392-84b2-34b874e8bb77,Kidney Renal Papillary Cell Carcinoma
8ffd97b1-cf8a-4c80-ac90-757bde9060eb,Breast Invasive Carcinoma
bd3ac5a3-aa59-4007-921f-833349df1348,Pheochromocytoma and Paraganglioma
d23edf19-445e-43be-ab3c-e2b3fbdf7cb4,Prostate Adenocarcinoma
3e154034-39f9-4402-b197-3738eceadf3e,Uterine Corpus Endometrial Carcinoma
36bf7cd6-4bef-492f-a86d-2a0dbf2d31e8,Bladder Urothelial Carcinoma
26d9bcb7-77cb-42ed-8495-523bcb86db7b,Prostate Adenocarcinoma
e1dddf94-0590-4276-ad8d-22d284217115,Head and Neck Squamous Cell Carcinoma
d78b4395-f398-4ce6-b7bb-0b2f588941c3,Colon Adenocarcinoma
87a5ac44-bfdb-4f89-a9f9-3a24ea074f16,Adrenocortical Carcinoma
593aa53c-e200-443a-b192-3c5b89770ee8,Breast Invasive Carcinoma
99bd2de0-c954-4c73-a234-3e761a5d89c6,Bladder Urothelial Carcinoma
dea47c9b-f29d-47f7-b39a-05ec88220f99,Liver Hepatocellular Carcinoma
cb77099a-3398-4e95-8494-484bf3ab398f,Lung Adenocarcinoma
f443bab1-8c91-43b8-9250-d9bc8444214e,Breast Invasive Carcinoma
bcbf9175-586e-4a96-89fd-be7c84706173,Thyroid Carcinoma
ac8e0536-9d01-48ff-9b38-86afd3fc1606,Uterine Corpus Endometrial Carcinoma
b0dfbd2f-c286-4ce1-bd89-b5e8139426c4,Breast Invasive Carcinoma
8a72af05-36c7-46fb-b5db-90fc8ffc2586,Breast Invasive Carcinoma
5c8633bd-2f21-4387-bc18-4e4d58bc0c3e,Breast Invasive Carcinoma
4bbc1236-b771-48e5-afd4-66a42909a53d,Breast Invasive Carcinoma
e8b84278-95d2-4c2c-b986-e7b8308e8a2f,Breast Invasive Carcinoma
fab8c2a7-ae1e-43b9-8b36-4f7930de88d4,Breast Invasive Carcinoma
c8b1f291-0a8c-4079-a55d-724eca2cfc54,Thyroid Carcinoma
c347c7ec-751a-4cce-8cba-9cdfd61d97ea,Thyroid Carcinoma
687ac584-dcac-46fd-a6ad-89c79c07f8da,Breast Invasive Carcinoma
d92c9d1f-7052-483b-bb44-80484b221e57,Liver Hepatocellular Carcinoma
d1d49296-fdb1-45ee-8b4f-aeac8a4d6353,Thyroid Carcinoma
43869567-343f-40fc-8ace-571ac40cf76a,Skin Cutaneous Melanoma
0da3984f-2078-4aff-9103-3223e1047091,Kidney Renal Clear Cell Carcinoma
d0516a44-4778-4ca6-8571-1293c2365adf,Lung Squamous Cell Carcinoma
c4827389-d15f-4276-b2d3-541517c99e79,Sarcoma
39db5fee-4484-4988-b3d2-9451972cfac0,Prostate Adenocarcinoma
bc549d69-ed75-4f95-97a1-cecbf59ebe0d,Head and Neck Squamous Cell Carcinoma
a42746f4-8ee9-41ee-a97a-6bb81e39d73e,Rectum Adenocarcinoma
c8a38357-a882-4ff1-9026-78ea934b3999,Acute Myeloid Leukemia
9513e38e-b14d-4dff-9ec8-12f73db84b6a,Acute Myeloid Leukemia
df8115aa-364c-45a6-add1-92b456abc4db,Stomach Adenocarcinoma
ab152e22-8cc2-4923-9cb2-210f740ac72b,Testicular Germ Cell Tumors
9e1a83c7-a9d1-489f-9508-9e89b4286588,Prostate Adenocarcinoma
bcb78bb2-475a-4c90-b727-aa851d4b43fe,Breast Invasive Carcinoma
27be3693-f3ee-490c-85aa-69dc433d1304,Brain Lower Grade Glioma
ccc4c39e-e393-4698-953d-3bd6a6513baa,Uterine Corpus Endometrial Carcinoma
4edd3dd9-d325-459f-a144-102f214b57dd,Esophageal Carcinoma
162610a2-0cdd-4488-b3b3-86fbdf105f97,Bladder Urothelial Carcinoma
16e871ee-6e24-4976-93b2-e7a4d69d9f09,Lung Adenocarcinoma
de1b50ff-71d2-4b7c-b65f-5260c13a097b,Skin Cutaneous Melanoma
1a6990f9-cf04-45b0-a7d8-703f64a3a80d,Prostate Adenocarcinoma
d56a5db9-7f4f-4bed-8958-f7db5802ccea,Uterine Corpus Endometrial Carcinoma
44b5593f-7f54-4a5b-944f-ed84fadf5542,Stomach Adenocarcinoma
0666a5dd-b814-4686-ab2e-27744545e950,Kidney Renal Papillary Cell Carcinoma
4922738b-2a74-4287-b041-c9e63addcd62,Colon Adenocarcinoma
3795cd6f-7cf2-4c25-b041-1fc7193e374d,Liver Hepatocellular Carcinoma
e56ae528-2897-4981-ab18-d0906bb404c3,Kidney Renal Papillary Cell Carcinoma
cf08d778-6561-4b3c-8e9e-262f087ba15a,Skin Cutaneous Melanoma
27f0c000-2d0c-46ed-9548-043a21f21bdc,Thyroid Carcinoma
771793e9-b2cf-4c8f-834f-c758fd6146ed,Lung Adenocarcinoma
c70192cb-1faa-4846-a921-68429b70ea1e,Stomach Adenocarcinoma
447aa9bf-3a1f-4d4f-a9bb-d64d74a69d8b,Sarcoma
4bed933a-87c8-4397-b9d5-ff2a5050eb0c,Bladder Urothelial Carcinoma
7924c5b3-c22a-455f-9c6d-b326175d821f,Cervical Squamous Cell Carcinoma
b0f6e96e-ae6f-49aa-8564-7410a93c9d3f,Acute Myeloid Leukemia
71df721e-8938-4c5d-9b81-9a8c82bfc303,Skin Cutaneous Melanoma
b8c3a4c9-33ab-47fd-b059-714055938327,Skin Cutaneous Melanoma
6767ee74-acef-47e6-96fe-a2f801651694,Uterine Corpus Endometrial Carcinoma
df6e0360-d34c-4569-af7c-d87cb14ec351,Testicular Germ Cell Tumors
b48db842-d0ed-4f9c-965b-fbfc820e88a7,Kidney Renal Clear Cell Carcinoma
a849eca7-6ba6-4725-b5b7-54b6fca40581,Lung Squamous Cell Carcinoma
867a9657-d47c-498f-9367-0f5bc531d965,Head and Neck Squamous Cell Carcinoma
b726a4ac-0726-4e81-8f73-ccdb51f4e40c,Uterine Corpus Endometrial Carcinoma
6237be8a-9975-4cf4-812c-35a1b2cdc12f,Cervical Squamous Cell Carcinoma
6193aa1b-7c93-48a7-85a6-e26e65b28ec1,Uveal Melanoma
4daf7166-e8ed-47a1-b144-c757f786e1ca,Stomach Adenocarcinoma
8ccdfe64-eeaa-4b54-84b7-05cff8816687,Kidney Renal Clear Cell Carcinoma
abd3b75d-f210-4e78-ba64-7418f87741d0,Prostate Adenocarcinoma
8723d6cc-cc1b-48fb-bf14-3df7fa46f1e2,Lung Adenocarcinoma
91ff16e9-1f84-4acd-ae8e-baa6b50ccbe3,Kidney Chromophobe
54f47ace-6e5d-44c2-9264-b15b47b7b518,Thyroid Carcinoma
ad5b7299-1500-4246-86eb-f1f80de66085,Stomach Adenocarcinoma
807e3483-3b9a-47ea-8854-e1c9b8ffc14f,Uterine Corpus Endometrial Carcinoma
276edcda-b27e-49b1-a833-4a7eb1ecca15,Lung Squamous Cell Carcinoma
279e267b-7d23-43e4-a414-de57307a3424,Thyroid Carcinoma
a6580a8c-a138-49d8-aec7-f603823c038c,Cervical Squamous Cell Carcinoma
d148332b-18c1-4374-a7b3-da72dbeb1564,Colon Adenocarcinoma
d52d788c-901d-410f-ae6c-79f2c7618e39,Lung Squamous Cell Carcinoma
6b14e900-9658-41e8-84a7-c915a92dc1e1,Sarcoma
01f9bd7d-9544-40eb-8e42-2a85b78afc52,Testicular Germ Cell Tumors
b627cce3-bdeb-42f0-a441-97dd676d0c3e,Head and Neck Squamous Cell Carcinoma
7aac5126-b6f5-4ff9-b2b1-d16857f72127,Pancreatic Adenocarcinoma
40f18830-6dba-4c7b-ba16-91054e67f21e,Breast Invasive Carcinoma
a584d64d-26c8-485b-bf9c-99e80b4361a4,Lung Adenocarcinoma
a6551604-0eed-4791-b24d-131625a71c57,Skin Cutaneous Melanoma
4bfa16cd-9c9f-41b4-ad2a-c7e90a12694a,Pheochromocytoma and Paraganglioma
22f50c3d-6e5c-42e1-af4c-c5501603efc9,Skin Cutaneous Melanoma
e5a3d216-204c-427a-9fa3-1ddb1b323574,Breast Invasive Carcinoma
dd055eb0-068c-41e7-89f9-96417465b92f,Bladder Urothelial Carcinoma
9759be8b-8339-42f5-b3f5-de2dce135299,Breast Invasive Carcinoma
386e52ab-7590-4979-83ce-2cfec4d6cc26,Breast Invasive Carcinoma
e8959c25-b37d-4750-95eb-6faf059ed78d,Lung Adenocarcinoma
5fb5b147-8c98-449e-9641-2f133842d718,Lung Squamous Cell Carcinoma
57b3d73f-0eb1-4adb-935e-3177d3103b78,Skin Cutaneous Melanoma
830af6f2-e72f-4c01-9561-e377702ffa30,Head and Neck Squamous Cell Carcinoma
7e9dbfe2-c689-4507-a5d5-4bcd9aa111c3,Rectum Adenocarcinoma
5cbddda9-9013-4000-8e1d-706449ba8463,Testicular Germ Cell Tumors
59b43655-da7d-4682-a20d-1ed131c841f3,Prostate Adenocarcinoma
d660aba7-0166-41d1-b690-eb572fa5ec04,Cervical Squamous Cell Carcinoma
732786f5-8cd5-4395-b1c0-d6369cc09b95,Glioblastoma Multiforme
6e631d9d-2e7d-46ae-a67a-e638fc083547,Thymoma
a49616af-5564-41b9-a817-f27261466443,Sarcoma
6bd5212d-4de7-4dcb-afe2-7677ffa7b039,Prostate Adenocarcinoma
b6564e61-006b-448d-ac81-f80e9054156b,Prostate Adenocarcinoma
6adc21f4-5fe4-4ca2-8bbb-52a92aced5f1,Lung Adenocarcinoma
